"","Gene","Rep2","FPKM.cellexpress","LOG.FPKM.0.01.","Curve"
"1159","FBgn0028969",-3.9522,150.746,"2.17827460582072",1
"2092","FBgn0035264",-3.948,1.336637,"0.12925054290712",1
"2084","FBgn0035588",-3.9459,21.9614,"1.34185773069854",1
"1423","FBgn0052702",-3.9455,14.060355,"1.14830505497534",1
"856","FBgn0250791",-3.937,59.11635,"1.7717810698703",1
"2777","FBgn0037822",-3.9337,59.0748,"1.77147576979554",1
"1496","FBgn0259168",-3.9323,18.70755,"1.27224900192804",1
"1430","FBgn0035421",-3.9313,19.8779,"1.29858892759094",1
"1198","FBgn0267795",-3.9256,150,"2.17612021105608",1
"724","FBgn0041775",-3.921,76.3117,"1.88264803533855",1
"1777","FBgn0083167",-3.9202,171.7065,"2.23481202791957",1
"3023","FBgn0037446",-3.9191,39.749,"1.59943545268847",1
"1245","FBgn0085481",-3.9172,0.02908585,"-1.40798043900185",0
"4590","FBgn0036557",-3.9166,35.33775,"1.54836177474725",1
"1863","FBgn0030808",-3.9165,27.32985,"1.43679612748305",1
"1191","FBgn0017545",-3.9148,1969.485,"3.29435488259367",1
"1479","FBgn0035160",-3.9147,2.21751295,"0.347820237556137",1
"1382","FBgn0025373",-3.9146,61.29675,"1.78750829387185",1
"910","FBgn0038857",-3.9124,30.3462,"1.48224740548692",1
"963","FBgn0038745",-3.9103,25.954,"1.41437160045909",1
"1257","FBgn0013272",-3.9085,140.58775,"2.14797837068094",1
"2262","FBgn0030834",-3.9059,45.55245,"1.65860706906976",1
"1819","FBgn0038115",-3.9049,0.587042,"-0.223995116564686",0
"1117","FBgn0025336",-3.9047,32.8013,"1.51602343768997",1
"1439","FBgn0038639",-3.9016,13.145745,"1.11911544688981",1
"2969","FBgn0033540",-3.8996,10.26768,"1.01189509161363",1
"1161","FBgn0024314",-3.8948,65.87095,"1.81875985304755",1
"1694","FBgn0032477",-3.8947,21.51055,"1.33285336638621",1
"1500","FBgn0004828",-3.8911,457.3595,"2.6602672000098",1
"5855","FBgn0030092",-3.8898,18.42865,"1.26572912067568",1
"990","FBgn0033052",-3.8876,40.37465,"1.60621632335137",1
"1278","FBgn0032750",-3.8861,8.11478,"0.909811610133426",1
"1718","FBgn0038243",-3.8772,33.3641,"1.52340956290285",1
"874","FBgn0020407",-3.8735,8.335105,"0.921431805441115",1
"1135","FBgn0035148",-3.8704,41.3041,"1.61609829638107",1
"880","FBgn0014037",-3.8676,60.5712,"1.78233787164155",1
"2243","FBgn0064115",-3.8664,26.03725,"1.41576187838913",1
"1737","FBgn0003701",-3.8644,7.23922,"0.860291279961395",1
"1388","FBgn0028579",-3.8616,10.36575,"1.01601949903126",1
"1294","FBgn0266437",-3.8547,0.5,"-0.292429823902064",0
"1157","FBgn0039271",-3.8484,5.444555,"0.736759325240097",1
"897","FBgn0036916",-3.8483,19.3432,"1.28675278472654",1
"678","FBgn0024236",-3.8458,77.18975,"1.88761589393941",1
"1672","FBgn0016794",-3.8447,42.84895,"1.63204152706998",1
"2255","FBgn0030293",-3.8415,34.65005,"1.5398291848842",1
"1419","FBgn0034033",-3.8412,17.71185,"1.24850905631254",1
"1060","FBgn0260996",-3.8389,0,"-2",0
"1009","FBgn0039172",-3.8386,145.254,"2.16215799875426",1
"364","FBgn0011640",-3.8379,91.98865,"1.96378145449934",1
"1148","FBgn0038195",-3.8362,49.9465,"1.69859200368263",1
"1170","FBgn0032193",-3.8348,4.90483,"0.691508500532596",1
"4252","FBgn0026722",-3.8331,9.975905,"0.999387430117645",1
"5151","FBgn0034838",-3.8303,0.0141608,"-1.61688868967701",0
"1596","FBgn0260659",-3.8299,21.06435,"1.32375418847986",1
"1362","FBgn0261710",-3.829,118.5,"2.07375499812319",1
"1859","FBgn0025678",-3.8242,386.2135,"2.58683869515499",1
"3274","FBgn0051320",-3.8233,3.528985,"0.548878721882772",1
"1119","FBgn0050476",-3.8199,11.442005,"1.05888152896464",1
"785","FBgn0044510",-3.8198,16.41225,"1.2154326592171",1
"1653","FBgn0032321",-3.8198,22.35185,"1.34950772996376",1
"1693","FBgn0085334",-3.8188,4.9765015,"0.697795954017361",1
"2402","FBgn0000543",-3.8154,22.15385,"1.34564520228949",1
"2628","FBgn0038652",-3.8131,4.590785,"0.662831938655951",1
"1127","FBgn0030718",-3.8112,107.906,"2.03308583946108",1
"613","FBgn0010590",-3.8098,189.4645,"2.27755076968945",1
"1174","FBgn0037942",-3.806,17.7916,"1.25045903826073",1
"1869","FBgn0015376",-3.8052,6.70429,"0.827000095130616",1
"853","FBgn0036615",-3.7994,14.5665,"1.16365325696129",1
"1584","FBgn0005642",-3.7968,26.95975,"1.43087692071601",1
"2008","FBgn0027497",-3.7923,47.23255,"1.67433333138517",1
"1015","FBgn0278608",-3.7919,19,"1.27898211686544",1
"4587","FBgn0036136",-3.791,40.9542,"1.61240447783381",1
"1787","FBgn0030066",-3.79,12.855795,"1.10943662719197",1
"1946","FBgn0030864",-3.7874,34.72535,"1.54077167926631",1
"1043","FBgn0032058",-3.7846,0.0777382,"-1.05681127964256",0
"1468","FBgn0260655",-3.7845,10.547895,"1.02357733855646",1
"6451","FBgn0262582",-3.7836,12,"1.07954300740291",1
"999","FBgn0010415",-3.7835,33.1467,"1.52057129983035",1
"553","FBgn0027338",-3.7811,111.755,"2.04830582245327",1
"845","FBgn0038275",-3.7801,27.88585,"1.44553959911027",1
"2918","FBgn0031995",-3.7779,26.42935,"1.42225077400259",1
"698","FBgn0038271",-3.7735,316.0825,"2.49981419135601",1
"1140","FBgn0267384",-3.771,47,"1.67219025118825",1
"2992","FBgn0263929",-3.7691,4.5,"0.65417654187796",1
"3505","FBgn0030157",-3.7689,0.7532319,"-0.117343486175491",0
"2412","FBgn0034447",-3.7676,21.26615,"1.32789304349958",1
"821","FBgn0030605",-3.7665,97.01825,"1.98689819852287",1
"3072","FBgn0010894",-3.765,4.08284,"0.612024767250863",1
"1414","FBgn0050342",-3.7642,34.9221,"1.5432246947415",1
"3343","FBgn0032516",-3.7586,11.039495,"1.04334242972022",1
"1215","FBgn0262593",-3.7524,0,"-2",0
"1604","FBgn0013746",-3.7519,46.3293,"1.6659494690648",1
"2677","FBgn0024555",-3.7517,23.2006,"1.36568636722546",1
"1960","FBgn0061361",-3.7516,89.68655,"1.95277573908894",1
"1650","FBgn0266525",-3.7499,8,"0.903632516084238",1
"1351","FBgn0040510",-3.7493,0.004486085,"-1.83904897081812",0
"1031","FBgn0030241",-3.7439,69.9316,"1.84473556310653",1
"2829","FBgn0053644",-3.7439,0.52641,"-0.270503134429057",0
"447","FBgn0267330",-3.7417,325,"2.51189672368043",1
"1833","FBgn0003527",-3.7406,1.239788,"0.096836350417161",1
"2481","FBgn0032639",-3.7396,0.0975686,"-0.968314483659238",0
"1447","FBgn0028663",-3.7375,69.2477,"1.84046806483553",1
"2454","FBgn0038318",-3.7341,69.67015,"1.84310907690348",1
"1018","FBgn0003963",-3.7339,44.8251,"1.65161814274445",1
"2542","FBgn0042112",-3.7321,44.4684,"1.64814915618936",1
"751","FBgn0086779",-3.7314,24.97385,"1.39765936377866",1
"991","FBgn0032634",-3.7296,32.6616,"1.51417040335074",1
"1038","FBgn0033756",-3.7286,19.7767,"1.29637336917886",1
"569","FBgn0037466",-3.7229,11.04652,"1.04361845584596",1
"1178","FBgn0020909",-3.7196,33.5734,"1.52612466221567",1
