"","Gene","Rep2","FPKM.cellexpress","LOG.FPKM.0.01.","Curve"
"1481","FBgn0261933",-5.3748,177,"2.24799780208012",1
"490","FBgn0036462",-5.373,50.39175,"1.70244561585324",1
"691","FBgn0039338",-5.3701,44.5085,"1.64854052285275",1
"692","FBgn0016696",-5.3678,32.70495,"1.51474626087951",1
"476","FBgn0037481",-5.3666,14.27605,"1.15491216578615",1
"1021","FBgn0035838",-5.3566,5.89592,"0.771287559832943",1
"798","FBgn0027259",-5.3552,22.49385,"1.35225682436558",1
"1258","FBgn0010622",-5.3335,22.37795,"1.35001432830668",1
"298","FBgn0004838",-5.332,340.487,"2.53211328984885",1
"719","FBgn0031492",-5.3235,23.46145,"1.37053991991589",1
"631","FBgn0003449",-5.3212,55.26775,"1.74255035740393",1
"1436","FBgn0005640",-5.315,31.5514,"1.49915625939129",1
"658","FBgn0264491",-5.3101,26,"1.41514035219587",1
"430","FBgn0036928",-5.3081,167.4925,"2.22402129333168",1
"945","FBgn0043884",-5.3067,31.00135,"1.49152067255106",1
"616","FBgn0005649",-5.3034,52.4287,"1.7196519166217",1
"603","FBgn0035001",-5.2975,60.1048,"1.77898140656262",1
"843","FBgn0019886",-5.2962,36.2177,"1.55904076271199",1
"1375","FBgn0020018",-5.2939,18.5432,"1.26841882621446",1
"3022","FBgn0038597",-5.2894,24.50395,"1.38941329595169",1
"833","FBgn0036134",-5.2849,16.32275,"1.21305931451466",1
"728","FBgn0025693",-5.2842,17.70185,"1.2482639255509",1
"736","FBgn0038808",-5.2784,43.28645,"1.6364522887641",1
"1958","FBgn0010416",-5.2774,38.8984,"1.5900433720153",1
"778","FBgn0034915",-5.2755,217.6865,"2.33785144675857",1
"1236","FBgn0032240",-5.2705,32.7455,"1.51528423315534",1
"2609","FBgn0041092",-5.2699,32.3378,"1.50984474929066",1
"491","FBgn0027329",-5.2663,310.8905,"2.49262142048985",1
"914","FBgn0085430",-5.2641,10.8692,"1.03659696077029",1
"941","FBgn0000711",-5.2602,29.0153,"1.46277671721927",1
"1750","FBgn0028577",-5.2552,68.4686,"1.83555487289442",1
"732","FBgn0030136",-5.2537,2388.38,"3.37810524415691",1
"1493","FBgn0003357",-5.2527,0.0073441,"-1.76084823114476",0
"709","FBgn0260222",-5.2525,39.95625,"1.60169340068167",1
"1247","FBgn0020235",-5.2452,513.598,"2.71063177971967",1
"1660","FBgn0004908",-5.2396,21.83255,"1.33930333853279",1
"648","FBgn0086446",-5.2393,53.76055,"1.73054447874499",1
"1451","FBgn0030364",-5.2378,39.8992,"1.60107302221981",1
"617","FBgn0003261",-5.237,382.7725,"2.58295207454064",1
"1008","FBgn0003732",-5.2332,77.97475,"1.8920096842498",1
"577","FBgn0038319",-5.2243,48.82095,"1.68869517351092",1
"549","FBgn0030406",-5.2229,10.30982,"1.01367212232138",1
"1055","FBgn0040396",-5.2219,37.38965,"1.57286753792829",1
"952","FBgn0036191",-5.2181,14.1173,"1.1500591677122",1
"828","FBgn0261274",-5.2143,19.12225,"1.28176604713779",1
"1326","FBgn0026713",-5.2108,41.65975,"1.61982089489102",1
"794","FBgn0027588",-5.2107,165.1095,"2.21779836485767",1
"560","FBgn0036661",-5.2071,83.48455,"1.92165812839171",1
"505","FBgn0033740",-5.2009,12.8194,"1.10820634594762",1
"1478","FBgn0035763",-5.1883,42.1639,"1.62504376393075",1
"399","FBgn0040475",-5.1876,68.502,"1.83576664561434",1
"973","FBgn0260441",-5.1813,1909.11,"3.28083322734595",1
"882","FBgn0040230",-5.1811,9.838435,"0.9933672228972",1
"1109","FBgn0025366",-5.1769,397.771,"2.59964403521823",1
"1276","FBgn0033317",-5.1735,85.55095,"1.93227559798303",1
"2564","FBgn0261243",-5.1705,47.3078,"1.67502454428068",1
"474","FBgn0051368",-5.1698,12.37365,"1.09284866901576",1
"628","FBgn0039561",-5.1689,31.48085,"1.4981843832573",1
"909","FBgn0033712",-5.1616,7.00432,"0.845985574927875",1
"847","FBgn0261436",-5.1592,30,"1.47726599542485",1
"1397","FBgn0028695",-5.1552,97.26615,"1.98800637374154",1
"624","FBgn0000043",-5.1551,925.9265,"2.96658120412771",1
"776","FBgn0259170",-5.1516,11.670375,"1.06745678608258",1
"1687","FBgn0263599",-5.1479,27.5,"1.43949059038968",1
"1517","FBgn0264978",-5.1443,23.5,"1.37125262912494",1
"962","FBgn0033179",-5.1291,126.2895,"2.10140163125469",1
"574","FBgn0260456",-5.1223,21.3178,"1.32894605952179",1
"1507","FBgn0032361",-5.1203,11.03064,"1.04299424915516",1
"460","FBgn0022943",-5.115,36.6622,"1.5643369644793",1
"1268","FBgn0261004",-5.1101,17.045535,"1.23186534695676",1
"1366","FBgn0037810",-5.1071,31.38995,"1.49692895652094",1
"1426","FBgn0024889",-5.0948,23.2926,"1.36740438036752",1
"1244","FBgn0023181",-5.0873,21.56485,"1.33394778494814",1
"502","FBgn0259978",-5.0853,24.2185,"1.38432652755525",1
"381","FBgn0036007",-5.0778,27.3741,"1.43749847206938",1
"623","FBgn0005632",-5.0772,39.74915,"1.5994370911615",1
"568","FBgn0030091",-5.077,15.2939,"1.18480211922585",1
"1316","FBgn0032642",-5.0703,37.0252,"1.56861469430048",1
"817","FBgn0032166",-5.0655,16.0527,"1.20581854819946",1
"1538","FBgn0026379",-5.0611,5.4975,"0.740954505822805",1
"1670","FBgn0034451",-5.0523,42.79425,"1.63148689190835",1
"1203","FBgn0021796",-5.0382,16.91655,"1.22856844844284",1
"789","FBgn0035918",-5.0341,10.70967,"1.03018141601114",1
"1768","FBgn0037061",-5.0298,18.32115,"1.26318971116995",1
"696","FBgn0030239",-5.0242,36.35615,"1.56069732573826",1
"524","FBgn0033376",-5.0235,8.571245,"0.93355030153226",1
"912","FBgn0261789",-5.0207,265,"2.42326226209861",1
"1087","FBgn0036684",-5.0202,13.15555,"1.11943900677484",1
"1253","FBgn0028700",-5.0195,28.0365,"1.44787867216875",1
"808","FBgn0262125",-5.0172,142,"2.15231892742464",1
"451","FBgn0035164",-5.0152,26.93625,"1.43049833473148",1
"1626","FBgn0036433",-5.0145,1.34064,"0.130539607461785",1
"1968","FBgn0031231",-5.0098,30.2332,"1.48062774148578",1
"795","FBgn0034963",-5.0053,10.4976,"1.02150353184345",1
"2352","FBgn0032499",-4.9989,18.66505,"1.27126177325558",1
"2263","FBgn0260935",-4.9935,7.28065,"0.862766249693692",1
"637","FBgn0033777",-4.9843,54.78885,"1.73877144454468",1
"1147","FBgn0030336",-4.9799,30.82985,"1.48911225704654",1
"2045","FBgn0266540",-4.9772,6.5,"0.813580988568192",1
"314","FBgn0086694",-4.9754,23.76095,"1.37604653854406",1
"548","FBgn0030894",-4.9678,27.73725,"1.44321994713413",1
"1558","FBgn0266848",-4.9673,44,"1.64355136856295",1
"253","FBgn0085212",-4.9657,6.669295,"0.82473062508517",1
"1047","FBgn0266581",-4.9578,48,"1.68133170596917",1
"855","FBgn0035482",-4.9529,6.027135,"0.780830887481686",1
"423","FBgn0039302",-4.9511,50.4987,"1.70336619072395",1
"826","FBgn0003638",-4.9487,25.7046,"1.41017977310028",1
"2148","FBgn0044324",-4.9468,32.1739,"1.50763867014997",1
"1084","FBgn0015298",-4.9454,60.0953,"1.77891276916194",1
"1321","FBgn0031315",-4.9451,24.07545,"1.3817547648581",1
"877","FBgn0011455",-4.9364,84.68475,"1.92785649041695",1
"1139","FBgn0034792",-4.9337,70.24425,"1.84667260182577",1
"563","FBgn0032444",-4.9311,313.7125,"2.49654566716898",1
"3769","FBgn0029502",-4.93,44.1759,"1.64528370534178",1
"484","FBgn0262527",-4.9255,32.5,"1.51201696949613",1
"1640","FBgn0003159",-4.9229,2.91787045,"0.466551856506966",1
"1445","FBgn0036406",-4.9117,10.201805,"1.0091025131208",1
"503","FBgn0030420",-4.9104,5.782075,"0.762834176786338",1
"1201","FBgn0283461",-4.9036,11,"1.04178731897175",1
"1173","FBgn0003480",-4.9025,4.592155,"0.662961241562327",1
"1502","FBgn0030486",-4.9016,12.96725,"1.11318267117321",1
"1219","FBgn0033000",-4.9013,24.33945,"1.38648915591358",1
"655","FBgn0266452",-4.8982,25.5,"1.40671045860979",1
"1991","FBgn0017566",-4.8888,144.2175,"2.15904807563708",1
"1300","FBgn0032921",-4.8845,12.38825,"1.09336038927687",1
"1017","FBgn0029133",-4.8812,253.269,"2.40359918283359",1
"1523","FBgn0035526",-4.8809,31.3117,"1.49584532556289",1
"870","FBgn0010750",-4.8712,47.76735,"1.67922205767226",1
"905","FBgn0050007",-4.8695,3.526035,"0.548516555049078",1
"763","FBgn0037551",-4.8679,53.46595,"1.72815850855152",1
"620","FBgn0003943",-4.8562,66.4034,"1.82225571429156",1
"547","FBgn0263852",-4.848,186.5,"2.27070212208782",1
"768","FBgn0261573",-4.8462,21.5,"1.33264041038746",1
"1552","FBgn0011571",-4.846,148.25,"2.17102399578572",1
"889","FBgn0024371",-4.845,27.50955,"1.43964132803314",1
"598","FBgn0039726",-4.835,31.3517,"1.49639959612365",1
"1661","FBgn0017581",-4.8262,254.769,"2.40616362868697",1
"1252","FBgn0261285",-4.8243,5.914655,"0.772663065912755",1
"2319","FBgn0036728",-4.8205,175.588,"2.24451956513551",1
"1241","FBgn0038290",-4.8116,26.88645,"1.42969496226442",1
"1503","FBgn0037340",-4.8087,23.58655,"1.3728485103646",1
"878","FBgn0027592",-4.8058,29.7175,"1.47315838778357",1
"493","FBgn0028475",-4.7943,29.3023,"1.46704989684576",1
"578","FBgn0010292",-4.7919,34.7943,"1.54163290345539",1
"592","FBgn0039337",-4.7892,23.28305,"1.36722635892731",1
"1110","FBgn0266282",-4.7878,9.5,"0.978180516937414",1
"1027","FBgn0261975",-4.7739,61,"1.78540102499239",1
"841","FBgn0029173",-4.7698,11.024765,"1.04276308871743",1
"1411","FBgn0011300",-4.769,13.6966,"1.13692973893517",1
"871","FBgn0032793",-4.7671,34.7721,"1.54135579937111",1
"1016","FBgn0015754",-4.7641,38.73385,"1.58820277463495",1
"983","FBgn0037880",-4.7607,15.13695,"1.18032519181378",1
"1006","FBgn0001139",-4.7503,60.1414,"1.77924573982547",1
"668","FBgn0260987",-4.7491,14.80735,"1.17077053945403",1
"791","FBgn0053303",-4.7483,220.981,"2.34437458712435",1
"1473","FBgn0038692",-4.7306,16.02225,"1.20499447644102",1
"2369","FBgn0032698",-4.7284,20.3268,"1.30828261762928",1
"1075","FBgn0037891",-4.7222,89.44675,"1.95161311602862",1
"683","FBgn0005322",-4.7146,49.56295,"1.69524476378312",1
"1613","FBgn0261523",-4.7076,0,"-2",0
"804","FBgn0037655",-4.707,71.53995,"1.85460933460549",1
"413","FBgn0030096",-4.7043,27.62285,"1.44142567953983",1
"1410","FBgn0040071",-4.7038,10.84272,"1.03553859836401",1
"934","FBgn0037001",-4.7011,192.2415,"2.28386973697376",1
"2317","FBgn0053247",-4.7003,0,"-2",0
"1329","FBgn0260388",-4.6909,45.8248,"1.66119534064769",1
"852","FBgn0033459",-4.6855,14.896165,"1.17336592423308",1
"998","FBgn0035150",-4.6823,26.4224,"1.42213659784361",1
"1301","FBgn0250848",-4.6736,379.4485,"2.57916428561614",1
"899","FBgn0267976",-4.6699,112.5,"2.0511911246857",1
"872","FBgn0029870",-4.6672,45.89695,"1.66187843974552",1
"997","FBgn0261014",-4.6579,328.2045,"2.51615776358753",1
"1519","FBgn0029899",-4.6573,12.31131,"1.09065688441332",1
"1129","FBgn0037360",-4.6512,59.4004,"1.77386247641654",1
"887","FBgn0015799",-4.6482,28.4156,"1.45370964042887",1
"1668","FBgn0038964",-4.6455,129.4206,"2.11203696443222",1
"2295","FBgn0267652",-4.6326,9.5,"0.978180516937414",1
"1526","FBgn0003415",-4.6276,9.317475,"0.969764093695006",1
"968","FBgn0011476",-4.6243,12.16431,"1.08544435619597",1
"1681","FBgn0028962",-4.6211,12.959,"1.11290649025331",1
"1156","FBgn0037082",-4.6182,11.92607,"1.07686135708943",1
"1637","FBgn0261596",-4.6173,1406.5,"3.14814282425762",1
"2382","FBgn0033315",-4.6168,12.7168,"1.10471921928253",1
"600","FBgn0000404",-4.6074,65.1518,"1.8139930725559",1
"1286","FBgn0027836",-4.6062,191.633,"2.28249296073155",1
"1057","FBgn0260859",-4.6054,16.31005,"1.21272148497488",1
"1270","FBgn0086451",-4.601,16.12755,"1.20783760087884",1
"1088","FBgn0000318",-4.5989,257.1755,"2.41024647961959",1
"1189","FBgn0030985",-4.5933,1.9575065,"0.293916175800845",1
"1068","FBgn0037482",-4.593,35.47895,"1.55009315020835",1
"3233","FBgn0034650",-4.5867,22.98945,"1.36171745059059",1
"1367","FBgn0031266",-4.5831,28.93345,"1.46155029688188",1
"1674","FBgn0259151",-4.5827,0.1286192,"-0.858176611884741",0
"721","FBgn0011224",-4.57,12.44915,"1.09548841448193",1
"904","FBgn0035475",-4.5699,6.566115,"0.817969399335631",1
"906","FBgn0026576",-4.5687,30.3377,"1.48212578222647",1
"556","FBgn0033261",-4.5648,12.5654,"1.09952180804446",1
"591","FBgn0030789",-4.5636,16.1672,"1.2089033547435",1
"1914","FBgn0003525",-4.5557,128.2571,"2.10811527585472",1
"1331","FBgn0032138",-4.5553,182.339,"2.26090338598995",1
"677","FBgn0037108",-4.5543,56.3044,"1.75061946129708",1
"2021","FBgn0003345",-4.5537,27.269,"1.43582844580695",1
"727","FBgn0037369",-4.5513,20.2334,"1.30628345664748",1
"1387","FBgn0086444",-4.55,19.0039,"1.27907120549051",1
"673","FBgn0033623",-4.5441,0,"-2",0
"533","FBgn0005683",-4.5433,12.52705,"1.09819535791089",1
"944","FBgn0036662",-4.5424,18.03475,"1.25635086952811",1
"1699","FBgn0038476",-4.5404,50.67985,"1.7049210060731",1
"2331","FBgn0026573",-4.5371,11.2771,"1.05258237276822",1
"1415","FBgn0010043",-4.5363,11.89597,"1.07576478390607",1
"2549","FBgn0035120",-4.5361,46.0156,"1.66299945877281",1
"1048","FBgn0004867",-4.5328,5175.4,"3.71394476063801",1
"1531","FBgn0029672",-4.5322,13.844,"1.14157518330082",1
"1441","FBgn0053199",-4.5308,29.227,"1.46593280774247",1
"733","FBgn0035640",-4.528,32.46995,"1.51161535201185",1
"2076","FBgn0029882",-4.5255,100.7574,"2.00332005304163",1
"498","FBgn0040285",-4.522,62.6442,"1.79695018906817",1
"672","FBgn0003117",-4.5213,65.93831605,"1.81920371057943",1
"908","FBgn0002283",-4.5201,16.91295,"1.22847607129454",1
"1708","FBgn0035106",-4.519,7.65956,"0.884770449339684",1
"1965","FBgn0033737",-4.5176,27.28835,"1.43613639767991",1
"1074","FBgn0014024",-4.5168,27.4714,"1.43903885345255",1
"769","FBgn0261617",-4.5105,13.5,"1.13065534902203",1
"1297","FBgn0010350",-4.5067,15.672335,"1.19541072685076",1
"427","FBgn0031066",-4.5055,292.1775,"2.46566163255261",1
"2264","FBgn0005655",-4.5035,188.164,"2.27455961677148",1
"1132","FBgn0033741",-4.4972,38.5062,"1.58564343316593",1
"746","FBgn0033413",-4.4968,30.34505,"1.48223095256743",1
"851","FBgn0041191",-4.4964,35.9132,"1.55537501620356",1
"682","FBgn0010348",-4.4959,238.6175,"2.37772049134627",1
"1615","FBgn0028342",-4.4916,234.9315,"2.37095973720799",1
"830","FBgn0030082",-4.4863,51.23175,"1.70962395328118",1
"1185","FBgn0036173",-4.4863,39.07195,"1.59197622477836",1
"1028","FBgn0037643",-4.4831,94.99695,"1.97775537619671",1
"1137","FBgn0000579",-4.4815,597.571,"2.77639678069768",1
"917","FBgn0035901",-4.4735,12.883595,"1.11037402448936",1
"1108","FBgn0028899",-4.4675,0.0366572,"-1.33108132771622",0
"6509","FBgn0029867",-4.4675,52.84855,"1.72311524552222",1
"523","FBgn0040929",-4.4608,5.767075,"0.761708005740255",1
"455","FBgn0001994",-4.4538,30.6655,"1.48679165030601",1
"860","FBgn0038593",-4.4482,12.2315,"1.08783463691161",1
"958","FBgn0266666",-4.4377,108.5,"2.03546976348128",1
"1560","FBgn0061200",-4.4278,21.12535,"1.32500944411252",1
"1160","FBgn0027080",-4.4238,74.0773,"1.86974376786289",1
"850","FBgn0026479",-4.4201,45.98275,"1.66268937770014",1
"2791","FBgn0031435",-4.4185,2.521085,"0.403306730069794",1
"1133","FBgn0038414",-4.418,1.2458605,"0.098941400989619",1
"1609","FBgn0030506",-4.4166,12.9795,"1.11359243425854",1
"1052","FBgn0031972",-4.4149,26.38365,"1.42149945332146",1
"3383","FBgn0004864",-4.4144,11.8121,"1.07269462860993",1
"1726","FBgn0001186",-4.4133,116.5716,"2.06663001140891",1
"1843","FBgn0039861",-4.4103,9.10614,"0.959810986183699",1
"2717","FBgn0041171",-4.4032,30.737,"1.48780274785111",1
"946","FBgn0039067",-4.4008,6.609955,"0.820855037276843",1
"1675","FBgn0022153",-4.4008,32.0906,"1.50651314998287",1
"1460","FBgn0261276",-4.3984,64.4349,"1.80918855412548",1
"1121","FBgn0031392",-4.3961,25.2697,"1.40277191576867",1
"985","FBgn0036667",-4.3913,39.5494,"1.59724969600236",1
"970","FBgn0032822",-4.3839,6.013895,"0.779877393252733",1
"2039","FBgn0266464",-4.3829,27.5,"1.43949059038968",1
"1131","FBgn0004391",-4.3824,16.71185,"1.22328432336292",1
"1536","FBgn0033059",-4.382,22.70275,"1.35626972063631",1
"1692","FBgn0051374",-4.3802,1.0652495,"0.031509249275614",1
"3570","FBgn0034397",-4.3799,2.07714,"0.319551581402888",1
"1124","FBgn0036534",-4.3683,29.64985,"1.47216895032227",1
"894","FBgn0052176",-4.3673,8.257635,"0.917381295122043",1
"3171","FBgn0033989",-4.365,18.94055,"1.27762181897421",1
"1200","FBgn0086445",-4.3646,10.232865,"1.01042144879423",1
"1310","FBgn0053170",-4.3641,21.17655,"1.32606024231966",1
"674","FBgn0011692",-4.3606,42.90615,"1.63262075456251",1
"1383","FBgn0026373",-4.3585,66.97165,"1.82595584157753",1
"784","FBgn0053230",-4.3578,15.7607,"1.19785097039868",1
"1188","FBgn0021760",-4.354,28.0727,"1.44843886053505",1
"1249","FBgn0015615",-4.3482,21.50245,"1.33268987393414",1
"1183","FBgn0033375",-4.3417,12.95715,"1.11284453465907",1
"1633","FBgn0038490",-4.3325,7.075795,"0.850388583552246",1
"1522","FBgn0262823",-4.3303,9,"0.954724790979063",1
"1865","FBgn0002069",-4.3302,195.298,"2.29072003276403",1
"1758","FBgn0066084",-4.3276,6629.69,"3.82149387662614",1
"1490","FBgn0037583",-4.3237,11.212435,"1.05008709866063",1
"1762","FBgn0037356",-4.3213,23.1777,"1.3652576728792",1
"1263","FBgn0033798",-4.3196,1.5,"0.178976947293169",1
"2662","FBgn0035619",-4.3173,0.0261948,"-1.44135381879065",0
"865","FBgn0035424",-4.3124,22.2165,"1.34687107986679",1
"959","FBgn0003256",-4.31,23.6482,"1.37398169888003",1
"488","FBgn0011785",-4.3066,17.62155,"1.24629049306264",1
"1105","FBgn0260401",-4.3057,52.2804,"1.71842196401608",1
"4418","FBgn0263047",-4.302,3.5,"0.545307116465824",1
"2053","FBgn0261938",-4.3005,5,"0.699837725867246",1
"1176","FBgn0030305",-4.2977,40.4174,"1.60667581153001",1
"812","FBgn0086707",-4.2946,23.10295,"1.36385537979143",1
"699","FBgn0033890",-4.2944,32.4102,"1.51081568968055",1
"526","FBgn0001942",-4.287,2438.19,"3.38706932693202",1
"1264","FBgn0262955",-4.2812,29.5,"1.46996920949996",1
"615","FBgn0033518",-4.2756,3.426385,"0.536101814649529",1
"761","FBgn0027360",-4.2707,182.8005,"2.26200113648041",1
"2738","FBgn0010333",-4.2698,88.477,"1.94687947134222",1
"888","FBgn0086447",-4.2674,18.17435,"1.25969778180214",1
"951","FBgn0010602",-4.2658,132.5145,"2.12229617435743",1
"607","FBgn0013756",-4.2633,30.43135,"1.48346390843198",1
"1089","FBgn0086706",-4.2618,184.2145,"2.26534738648653",1
"1325","FBgn0037098",-4.2585,8.87681,"0.948745895051397",1
"688","FBgn0082831",-4.2516,17.5866,"1.2454287619117",1
"1230","FBgn0015778",-4.2498,135.7574,"2.13279550116864",1
"2072","FBgn0263051",-4.2486,21.5,"1.33264041038746",1
"1090","FBgn0031227",-4.2471,5.44199,"0.736555050583619",1
"1051","FBgn0025352",-4.2453,134.6875,"2.12935953524577",1
"1835","FBgn0034564",-4.2428,62.68695,"1.79724641434925",1
"1412","FBgn0037234",-4.2331,9.92131,"0.997006538349083",1
"1181","FBgn0261381",-4.2313,61.2615,"1.78725851251326",1
"936","FBgn0035158",-4.2301,17.52455,"1.24389462479268",1
"1155","FBgn0031759",-4.2275,30.5536,"1.48520450723524",1
"1400","FBgn0039688",-4.2274,0.1505707,"-0.794333699338939",0
"1251","FBgn0031313",-4.2243,35.80602,"1.55407732388955",1
"465","FBgn0035766",-4.2228,30.0195,"1.47754810112843",1
"500","FBgn0262467",-4.222,37,"1.56831908509511",1
"1471","FBgn0010222",-4.2218,52.8925,"1.72347619586411",1
"1206","FBgn0027549",-4.2193,32.75645,"1.51542939136937",1
"684","FBgn0037265",-4.2184,4.622365,"0.665802771626258",1
"1033","FBgn0003891",-4.2176,45.51675,"1.65826664860723",1
"1964","FBgn0050043",-4.2176,0.07237615,"-1.08419850945204",0
"866","FBgn0037350",-4.217,12.4342,"1.09496698236261",1
"1682","FBgn0026619",-4.2151,13.10565,"1.11778981870968",1
"226","FBgn0031951",-4.2052,25.861,"1.41281321596387",1
"788","FBgn0011474",-4.2048,11.728,"1.06959410517755",1
"1390","FBgn0027514",-4.2032,12.29725,"1.09016102261069",1
"820","FBgn0086130",-4.2013,15.2345,"1.18311318463436",1
"1435","FBgn0261641",-4.201,29,"1.46254772880266",1
"2779","FBgn0030675",-4.1997,5.81618,"0.765383898039529",1
"2037","FBgn0035426",-4.1959,0.1143631,"-0.905308460831853",0
"1757","FBgn0013531",-4.1924,17.0459,"1.23187464105336",1
"875","FBgn0040308",-4.1891,64.24375,"1.80789847919059",1
"825","FBgn0026679",-4.1846,22.37655,"1.34998716944282",1
"708","FBgn0035235",-4.1839,8.776335,"0.943807757759014",1
"2060","FBgn0000370",-4.1806,466.08,"2.66846978520805",1
"1779","FBgn0032481",-4.1802,5.983225,"0.777660582456063",1
"1192","FBgn0030753",-4.1794,41.9014,"1.62233216816192",1
"1930","FBgn0038966",-4.1748,20.46515,"1.31122709206536",1
"931","FBgn0014184",-4.1732,208.002,"2.31808838969091",1
"2448","FBgn0054008",-4.1639,3.38589,"0.530953614090547",1
"1340","FBgn0032833",-4.1549,420.076,"2.62333820826006",1
"722","FBgn0033556",-4.1478,16.39165,"1.21488754011171",1
"967","FBgn0038331",-4.1435,25.465,"1.40611419267846",1
"1032","FBgn0266420",-4.135,82,"1.91386681189624",1
"1054","FBgn0000479",-4.1316,15.5463,"1.19190630983466",1
"755","FBgn0030699",-4.1307,26.9979,"1.43149081692095",1
"1083","FBgn0037478",-4.128,21.7151,"1.33696178417011",1
"1225","FBgn0029999",-4.1237,27.8503,"1.44498578860062",1
"1151","FBgn0039125",-4.1212,48.6709,"1.6873585987573",1
"1379","FBgn0039306",-4.1199,25.31105,"1.40348171081416",1
"1010","FBgn0035243",-4.1181,31.437,"1.49757922066872",1
"1209","FBgn0038927",-4.1167,23.3236,"1.36798174863174",1
"756","FBgn0047095",-4.116,0.5,"-0.292429823902064",0
"1372","FBgn0267347",-4.1105,24.5,"1.38934331125208",1
"1683","FBgn0014930",-4.1073,35.37295,"1.54879403872951",1
"1255","FBgn0036959",-4.1042,2.469345,"0.394336962899837",1
"3180","FBgn0036850",-4.1024,10.355,"1.01556930642988",1
"606","FBgn0039044",-4.1002,30.74665,"1.48793903055253",1
"1546","FBgn0039959",-4.0999,8.54073,"0.93200319325897",1
"1179","FBgn0034646",-4.0984,74.92895,"1.87470760372441",1
"956","FBgn0002593",-4.0973,3517.075,"3.54618286436041",1
"844","FBgn0030276",-4.0909,34.99705,"1.54415551485811",1
"949","FBgn0261647",-4.09,10,"1.00043407747932",1
"1234","FBgn0260635",-4.0892,183.7571,"2.26426776185204",1
"2812","FBgn0051126",-4.0859,18.67095,"1.27139895804327",1
"1713","FBgn0031500",-4.0779,13.142795,"1.119018051236",1
"1208","FBgn0250823",-4.0775,36.0675,"1.55723643536042",1
"2274","FBgn0040389",-4.0768,39.6421,"1.59826619276992",1
"881","FBgn0035850",-4.0739,42.59585,"1.62946923403913",1
"1357","FBgn0003514",-4.0736,265.6645,"2.4243498719084",1
"635","FBgn0026252",-4.0711,137.8575,"2.13946190044583",1
"1463","FBgn0011289",-4.071,89.00965,"1.94948588242721",1
"921","FBgn0033160",-4.0709,56.60915,"1.75296334519368",1
"915","FBgn0039765",-4.0683,23.5702,"1.37254748432684",1
"2033","FBgn0029857",-4.0677,50.6538,"1.70469776060532",1
"1845","FBgn0002566",-4.0668,23.61475,"1.37336722144818",1
"1788","FBgn0003511",-4.0657,21.94245,"1.34148299665575",1
"813","FBgn0014092",-4.065,18.11455,"1.25826723262549",1
"926","FBgn0036386",-4.0599,4.60166,"0.663857280936859",1
"1336","FBgn0035540",-4.0584,8.386155,"0.92408044742148",1
"779","FBgn0267978",-4.0573,7,"0.845718017966659",1
"986","FBgn0002787",-4.057,125.11,"2.09732673571577",1
"2548","FBgn0038578",-4.0549,20.7448,"1.31711855273189",1
"3488","FBgn0259745",-4.0517,9.155065,"0.962135549390022",1
"964","FBgn0038047",-4.0467,1.824345,"0.263481020268221",1
"2344","FBgn0051189",-4.0411,0.00912405,"-1.71842012950795",0
"858","FBgn0037470",-4.0392,41.4493,"1.61762196517936",1
"1962","FBgn0266418",-4.0349,1.5,"0.178976947293169",1
"1401","FBgn0000077",-4.0283,10.22657,"1.01015446058389",1
"895","FBgn0260794",-4.0194,29.3253,"1.4673905339254",1
"2002","FBgn0030719",-4.013,57.62495,"1.76068592073295",1
"1972","FBgn0035436",-4.011,16.289385,"1.21217121813738",1
"2288","FBgn0085208",-4.011,13.99425,"1.14625985506724",1
"1040","FBgn0260008",-4.0074,70.54945,"1.84855518687864",1
"1731","FBgn0038320",-4.0074,63.07475,"1.79992438632338",1
"1146","FBgn0261793",-4.0067,18.5,"1.2674064187529",1
"1334","FBgn0035725",-4.0016,16.02275,"1.20500802063194",1
"605","FBgn0004436",-4,47.4184,"1.67603847394785",1
"1102","FBgn0023000",-3.9997,12.86975,"1.10990743331306",1
"1725","FBgn0266465",-3.9991,39.5,"1.59670702968145",1
"2664","FBgn0260855",-3.9936,40.1359,"1.60364119847405",1
"1450","FBgn0010341",-3.9889,203.6315,"2.30886628734057",1
"11890","FBgn0037010",-3.9875,40.6235,"1.60888423225061",1
"2294","FBgn0026190",-3.9849,0,"-2",0
"1585","FBgn0035238",-3.9836,30.1043,"1.47877277254825",1
"1810","FBgn0053272",-3.9781,0,"-2",0
"1265","FBgn0036314",-3.9763,56.9207,"1.75534652377762",1
"1978","FBgn0015513",-3.9722,31.81605,"1.5027827407368",1
"793","FBgn0266598",-3.9721,23.5,"1.37125262912494",1
"1076","FBgn0028325",-3.9706,122.518,"2.08823534466759",1
"1222","FBgn0036624",-3.9698,10.4806,"1.02080032796832",1
"2420","FBgn0031420",-3.9696,12.2229,"1.08752942553171",1
"1791","FBgn0250824",-3.9694,1.4473,"0.16354896490181",1
"1765","FBgn0036710",-3.9599,29.25165,"1.46629881138914",1
"735","FBgn0261564",-3.9584,19,"1.27898211686544",1
"2108","FBgn0266163",-3.9583,0,"-2",0
"625","FBgn0260991",-3.9577,82.91075,"1.91866322153794",1
"2495","FBgn0034708",-3.9575,38.14945,"1.58160210650149",1
"1513","FBgn0011236",-3.9549,31.7605,"1.50202404975104",1
"1883","FBgn0033555",-3.9541,2674.57,"3.4272555927111",1
