Gene,Rep1,Rep2,avgatsglevel,FPKM cellexpress,LOG(FPKM+0.01),Curve
FBgn0036959,-2.9807,-4.1042,-3.9494,2.469345,0.394336962899837,1
FBgn0035675,-2.4722,-2.6878,-3.947,23.89545,1.37849692333728,1
FBgn0013272,-3.6073,-3.9085,-3.9459,140.58775,2.14797837068094,1
FBgn0010622,-2.2453,-5.3335,-3.9425,22.37795,1.35001432830668,1
FBgn0035405,-3.2455,-2.9172,-3.9401,22.32345,1.34895581667776,1
FBgn0000533,-5.3823,-1.9709,-3.9375,0.769457,-0.108207838368432,0
FBgn0035432,-4.4188,-2.9825,-3.9372,115.0795,2.06103570329904,1
FBgn0025455,-0.34607,-6.9924,-3.9369,21.3957,1.33052943451401,1
FBgn0033798,-2.8747,-4.3196,-3.9356,1.5,0.178976947293169,1
FBgn0262955,-2.1385,-4.2812,-3.9331,29.5,1.46996920949996,1
FBgn0036314,-2.8559,-3.9763,-3.9328,56.9207,1.75534652377762,1
FBgn0026196,-3.9621,-3.2209,-3.9326,130.1205,2.11437909847765,1
FBgn0037310,-4.8135,-1.8027,-3.9326,0.2198593,-0.63853792020615,0
FBgn0261004,-1.7783,-5.1101,-3.9317,17.045535,1.23186534695676,1
FBgn0020412,1.6341,-8.1093,-3.9262,13.0846,1.11709223659508,1
FBgn0086451,-2.3361,-4.601,-3.9259,16.12755,1.20783760087884,1
FBgn0035149,-4.0522,-3.3136,-3.9227,71.069,1.85174130915103,1
FBgn0036772,-3.6451,-3.2805,-3.9205,23.10855,1.36396059156741,1
FBgn0032431,-5.9264,-1.7,-3.9194,0.214228,-0.649310156744528,0
FBgn0039149,-4.6247,-2.5933,-3.9168,6.695675,0.826442500908045,1
FBgn0085188,-4.2617,-3.0368,-3.9165,44.3797,1.64728220993222,1
FBgn0033317,-2.2116,-5.1735,-3.9158,85.55095,1.93227559798303,1
FBgn0032986,-2.957,-2.9819,-3.9104,55.42315,1.74376955816576,1
FBgn0032750,-3.0203,-3.8861,-3.9089,8.11478,0.909811610133426,1
FBgn0261394,-4.8914,-1.6957,-3.9084,219.676,2.34180238137896,1
FBgn0031912,-5.341,-1.2657,-3.9077,49.40285,1.69383990354694,1
FBgn0011760,-1.4254,-6.3401,-3.9002,186.301,2.27023849686227,1
FBgn0023216,-3.8567,-3.2351,-3.8998,9.9927,1.00011724368293,1
FBgn0010391,-3.8345,-3.4468,-3.8997,114.69,2.05956341790127,1
FBgn0262100,-4.7043,-3.1179,-3.8977,0,-2,0
FBgn0032638,-3.7332,-3.3671,-3.8955,2.541908,0.406865013382766,1
FBgn0027836,-3.4476,-4.6062,-3.8931,191.633,2.28249296073155,1
FBgn0034021,-4.7606,-1.9128,-3.8921,0.1797906,-0.721725301230246,0
FBgn0036187,-4.283,-3.1909,-3.8913,15.2317,1.18303340922432,1
FBgn0260657,-2.7809,-3.7135,-3.8901,0.2125923,-0.652489863026241,0
FBgn0041621,-4.6818,-2.8128,-3.8898,0.082609,-1.03334680532234,0
FBgn0039835,-4.05,-3.1252,-3.8897,20.63465,1.31480752444215,1
FBgn0020251,-3.1289,-3.3408,-3.8811,6.67203,0.824908421138271,1
FBgn0262126,-6.111,-1.4752,-3.8775,51,1.70765532353119,1
FBgn0266437,-3.2657,-3.8547,-3.8747,0.5,-0.292429823902064,0
FBgn0033778,-2.9911,-3.6302,-3.8741,1.182495,0.07645656676711,1
FBgn0259824,-3.9013,-2.5754,-3.8739,27.2804,1.43600990124409,1
FBgn0010350,-2.2978,-4.5067,-3.8738,15.672335,1.19541072685076,1
FBgn0038167,-1.434,-5.6239,-3.8715,20.40185,1.30988236818402,1
FBgn0052412,-3.4442,-2.9457,-3.869,45.87916,1.66171010801709,1
FBgn0032921,-1.9088,-4.8845,-3.8685,12.38825,1.09336038927687,1
FBgn0250848,-2.2579,-4.6736,-3.8668,379.4485,2.57916428561614,1
FBgn0038524,-5.4231,-1.6388,-3.8661,15.7992,1.19890989369084,1
FBgn0015797,-5.5294,-1.5708,-3.8595,66.159,1.82065457128008,1
FBgn0037912,-3.3185,-3.382,-3.8574,67.1296,1.82697874950791,1
FBgn0024996,-3.3348,-3.0538,-3.855,58.51685,1.76735515038392,1
FBgn0026143,-4.6411,-2.6335,-3.8513,14.6456,1.16600360314669,1
FBgn0266518,-1.5895,-5.5871,-3.851,76.5,1.88371820196396,1
FBgn0262030,-5.4995,-1.4352,-3.8496,0,-2,0
FBgn0031497,-0.68598,-5.6417,-3.8459,271.154,2.43323203165839,1
FBgn0053170,-2.6051,-4.3641,-3.841,21.17655,1.32606024231966,1
FBgn0010531,-3.4852,-3.229,-3.84,16.8467,1.22677255771069,1
FBgn0050037,-4.6376,-2.7331,-3.8383,0.0223754,-1.48978485714329,0
FBgn0030984,-5.627,-1.5473,-3.8357,0.08014945,-1.04503691855549,0
FBgn0038989,-1.4729,-3.1084,-3.8316,43.5958,1.63954425854537,1
FBgn0031194,-0.8694,-6.7319,-3.8271,19.09095,1.28105496774499,1
FBgn0032642,-1.8294,-5.0703,-3.8264,37.0252,1.56861469430048,1
FBgn0028504,-3.0989,-3.5578,-3.823,3.5221,0.548032990724727,1
FBgn0004167,-4.905,-2.1802,-3.8221,107.86745,2.03293067207806,1
FBgn0000339,-3.8143,-3.2984,-3.822,65.9281,1.81913642883377,1
FBgn0015621,-5.1034,-2.2253,-3.8219,35.87095,1.55486393309825,1
FBgn0031315,-1.79,-4.9451,-3.8186,24.07545,1.3817547648581,1
FBgn0038312,-6.7535,-1.0494,-3.8167,9.37545,0.972455100381086,1
FBgn0085431,-4.5888,-2.242,-3.816,0.270921,-0.551415794286404,0
FBgn0033672,-4.5605,-2.2392,-3.8157,35.7418,1.55329791216194,1
FBgn0037098,-2.7835,-4.2585,-3.8137,8.87681,0.948745895051397,1
FBgn0026713,-2.3831,-5.2108,-3.8126,41.65975,1.61982089489102,1
FBgn0028484,-6.078,-1.5067,-3.8094,16.78985,1.22530540407925,1
FBgn0035318,-3.2505,-2.7901,-3.8087,33.2279,1.52163357686832,1
FBgn0260388,-1.509,-4.6909,-3.8035,45.8248,1.66119534064769,1
FBgn0038704,-5.2789,-1.5615,-3.8008,12.8303,1.10857517068163,1
FBgn0032138,-2.6194,-4.5553,-3.8003,182.339,2.26090338598995,1
FBgn0037312,-3.1909,-2.8053,-3.7996,123.769,2.09264696974283,1
FBgn0250830,-5.4948,-1.7871,-3.7988,12.89533,1.11076911429226,1
FBgn0035725,-2.9536,-4.0016,-3.7982,16.02275,1.20500802063194,1
FBgn0259938,-6.2588,-0.81834,-3.7974,13.68015,1.13640820663037,1
FBgn0035540,-2.7993,-4.0584,-3.797,8.386155,0.92408044742148,1
FBgn0030697,-4.382,-2.6931,-3.7912,0.0430436,-1.27536700860255,0
FBgn0063485,-6.1191,-1.4486,-3.7905,44.9115,1.65245424961182,1
FBgn0030243,-1.4849,-5.4054,-3.788,26.0788,1.4164541034251,1
FBgn0032833,-2.2413,-4.1549,-3.7875,420.076,2.62333820826006,1
FBgn0250874,-0.39048,-7.217,-3.7823,102.04895,2.008851095923,1
FBgn0026080,-2.814,-3.1298,-3.7762,11.9521,1.07780742867855,1
FBgn0262856,-4.074,-3.0965,-3.7747,0,-2,0
FBgn0013563,-3.6816,-3.2153,-3.7744,5.939715,0.774496162889596,1
FBgn0031883,-3.5815,-3.0402,-3.7717,64.46675,1.80940313840252,1
FBgn0034968,-2.4493,-3.5083,-3.7714,2600.435,3.41504767278145,1
FBgn0037199,-5.5394,-1.6333,-3.771,51.01905,1.70781748321371,1
FBgn0015790,-2.4876,-1.7198,-3.7677,242.6265,2.38495613270629,1
FBgn0038903,-6.3077,-1.1598,-3.7676,10.5201,1.02243249551996,1
FBgn0031693,-5.5367,-1.9312,-3.765,4.07157,0.610827249164005,1
FBgn0040510,-2.6971,-3.7493,-3.7634,0.004486085,-1.83904897081812,0
FBgn0035400,-3.9196,-2.9033,-3.7617,35.32835,1.54824626779032,1
FBgn0033755,-4.3238,-3.3046,-3.7604,36.16565,1.55841634321546,1
FBgn0016756,-3.6135,-3.3796,-3.7558,31.70241,1.50122924770133,1
FBgn0033450,-3.6471,-2.8346,-3.7551,2.742025,0.439652374807926,1
FBgn0035523,-3.9105,-2.6925,-3.7529,11.573605,1.06384373969862,1
FBgn0003514,-1.2692,-4.0736,-3.7525,265.6645,2.4243498719084,1
FBgn0032244,-3.9582,-3.0808,-3.7523,20.02145,1.30171238734682,1
FBgn0038057,-4.1285,-2.3529,-3.7517,6.028495,0.780928711031743,1
FBgn0040699,-5.583,-1.4732,-3.751,0,-2,0
FBgn0085257,-4.2358,-2.6824,-3.7504,15.50695,1.19080636071455,1
FBgn0261710,-3.104,-3.829,-3.7498,118.5,2.07375499812319,1
FBgn0051230,-5.6085,-1.5202,-3.7493,1.4250435,0.15686506589484,1
FBgn0030460,-4.4353,-2.343,-3.7492,40.5377,1.60796622462269,1
FBgn0262035,-4.7769,-2.0686,-3.7475,6,0.778874472002739,1
FBgn0037810,-0.8039,-5.1071,-3.7441,31.38995,1.49692895652094,1
FBgn0031266,-2.0156,-4.5831,-3.7428,28.93345,1.46155029688188,1
FBgn0051803,-5.9947,-1.444,-3.7375,0.692485,-0.15336294471367,0
FBgn0002891,-5.787,-1.4699,-3.735,11.597435,1.06473626035713,1
FBgn0035780,-3.9873,-2.0212,-3.734,0.04320745,-1.2740275544086,0
FBgn0035568,-3.3443,-3.1224,-3.7339,0,-2,0
FBgn0267347,-2.2478,-4.1105,-3.7326,24.5,1.38934331125208,1
FBgn0032061,-3.5021,-3.4094,-3.7323,0.4055075,-0.381421132700045,0
FBgn0263655,0.061568,-6.7005,-3.7306,2,0.303196057420489,1
FBgn0020018,-1.1987,-5.2939,-3.73,18.5432,1.26841882621446,1
FBgn0259481,-3.8491,-2.6598,-3.7293,50.3664,1.70222712870402,1
FBgn0032297,-3.6335,-3.2122,-3.728,2.491195,0.398147551835522,1
FBgn0032940,-2.9451,-3.0496,-3.7278,26.3409,1.42079545288286,1
FBgn0039306,-2.3772,-4.1199,-3.7258,25.31105,1.40348171081416,1
FBgn0050085,-3.3702,-3.5505,-3.7209,35.26595,1.54747871836408,1
FBgn0036621,-4.4146,-2.4777,-3.7202,20.59865,1.31404954361069,1
FBgn0025373,-2.8404,-3.9146,-3.7173,61.29675,1.78750829387185,1
FBgn0026373,-2.135,-4.3585,-3.716,66.97165,1.82595584157753,1
FBgn0033738,-3.9858,-2.1296,-3.7148,22.9858,1.36164852282686,1
FBgn0085436,-0.41811,-6.2613,-3.7116,59.48135,1.77445382420986,1
FBgn0051510,-4.8967,-2.2053,-3.7057,3.772065,0.577728988522438,1
FBgn0086444,-1.8722,-4.55,-3.7029,19.0039,1.27907120549051,1
FBgn0028579,-2.5455,-3.8616,-3.7009,10.36575,1.01601949903126,1
FBgn0061360,-3.2098,-3.0638,-3.6993,32.1248,1.50697560130051,1
FBgn0027514,-2.5505,-4.2032,-3.6987,12.29725,1.09016102261069,1
FBgn0029885,-3.4607,-3.3286,-3.6946,45.08985,1.65417509743715,1
FBgn0030056,-3.9209,-2.7058,-3.69,43.4709,1.63829852485741,1
FBgn0038760,-5.3406,-1.747,-3.687,14.47585,1.1609439837979,1
FBgn0037656,-2.5557,-3.6407,-3.687,9.03312,0.956318293861436,1
FBgn0037671,-4.2996,-2.4808,-3.6833,176.6065,2.24703127412385,1
FBgn0014189,-3.7738,-2.3955,-3.6821,211.404,2.32513374324306,1
FBgn0028695,-1.5297,-5.1552,-3.6816,97.26615,1.98800637374154,1
FBgn0086251,-5.7335,-1.2967,-3.6814,13.1524,1.11933508469777,1
FBgn0086895,-5.1125,-2.1179,-3.6806,11.01383,1.0423325073002,1
FBgn0039688,-2.1356,-4.2274,-3.6781,0.1505707,-0.794333699338939,0
FBgn0000077,-2.1535,-4.0283,-3.6775,10.22657,1.01015446058389,1
FBgn0261631,-3.7067,-2.3192,-3.6762,0.5,-0.292429823902064,0
FBgn0033184,-5.7458,-1.6351,-3.6747,24.01435,1.3806516462789,1
FBgn0037718,-1.1706,-5.8467,-3.6725,74.51175,1.87228304491475,1
FBgn0025558,-3.9365,-1.7545,-3.6707,26.0759,1.41640582508335,1
FBgn0052243,-4.4197,-1.5715,-3.6697,18.1275,1.25857742544579,1
FBgn0032884,-5.9454,-1.9128,-3.6676,120.6615,2.08160471123856,1
FBgn0000250,-5.8666,-1.0975,-3.662,57.47345,1.75954282541555,1
FBgn0035285,-3.4963,-3.1859,-3.6596,25.26995,1.40277621064098,1
FBgn0040071,-2.0071,-4.7038,-3.6589,10.84272,1.03553859836401,1
FBgn0011300,-3.7844,-4.769,-3.6582,13.6966,1.13692973893517,1
FBgn0037234,-2.4224,-4.2331,-3.6564,9.92131,0.997006538349083,1
FBgn0033085,-1.1392,-5.7582,-3.6506,14.22495,1.15335594603427,1
FBgn0050342,-1.6059,-3.7642,-3.6505,34.9221,1.5432246947415,1
FBgn0010043,-2.0564,-4.5363,-3.6485,11.89597,1.07576478390607,1
FBgn0035313,-4.7039,-2.2186,-3.6452,0.0196402,-1.5281188702405,0
FBgn0036641,-2.5939,-2.938,-3.6428,39.03835,1.59160268735456,1
FBgn0037943,-0.81764,-6.6276,-3.6426,21.9117,1.34087423010391,1
FBgn0034033,-2.2018,-3.8412,-3.6349,17.71185,1.24850905631254,1
FBgn0029094,-1.8237,-3.6981,-3.6342,45.1471,1.65472604365067,1
FBgn0023213,-2.9632,-3.206,-3.6313,60.3918,1.78104988097907,1
FBgn0027539,-2.8985,-3.1194,-3.6311,9.94428,0.998009852677309,1
FBgn0052702,-2.7739,-3.9455,-3.6294,14.060355,1.14830505497534,1
FBgn0053463,-3.1828,-3.4921,-3.6281,0.257856,-0.572098620944262,0
FBgn0000376,-5.4825,-1.1679,-3.628,17.310545,1.23856155319916,1
FBgn0024889,-0.96853,-5.0948,-3.6193,23.2926,1.36740438036752,1
FBgn0050343,-4.7901,-2.0527,-3.619,0.1490502,-0.798465780446327,0
FBgn0028704,-4.5415,-2.2326,-3.6168,0.13152385,-0.849170365436008,0
FBgn0033379,-1.8653,-3.1625,-3.612,29.6207,1.47174191143774,1
FBgn0035421,-5.1646,-3.9313,-3.6115,19.8779,1.29858892759094,1
FBgn0262581,-7.4213,-0.096484,-3.6114,0,-2,0
FBgn0004783,-3.7305,-2.1047,-3.6106,0,-2,0
FBgn0000212,-3.9221,-2.8721,-3.6103,35.10655,1.54551184238325,1
FBgn0054043,-4.4649,-2.4592,-3.6089,0.06387665,-1.13149280624074,0
FBgn0261641,-2.462,-4.201,-3.6073,29,1.46254772880266,1
FBgn0005640,-1.2943,-5.315,-3.6055,31.5514,1.49915625939129,1
FBgn0052298,-4.3199,-1.9171,-3.6055,0.21046305,-0.656664188626071,0
FBgn0038662,-4.6687,-2.306,-3.6045,15.14145,1.18045419698784,1
FBgn0038639,-2.6752,-3.9016,-3.6035,13.145745,1.11911544688981,1
FBgn0033265,-3.2055,-3.4761,-3.5922,5.296015,0.72476847339,1
FBgn0053199,-1.7339,-4.5308,-3.5902,29.227,1.46593280774247,1
FBgn0041605,-5.0624,-1.7651,-3.5891,0.684739,-0.158178320804092,0
FBgn0029715,-4.7408,-2.1186,-3.5811,73.0261,1.86353757457963,1
FBgn0086906,-3.1535,-3.626,-3.5811,0.897043,-0.042372123943144,0
FBgn0036406,-2.0103,-4.9117,-3.581,10.201805,1.0091025131208,1
FBgn0032053,-3.1548,-3.0585,-3.5805,47.0685,1.67282261704096,1
FBgn0028663,-2.811,-3.7375,-3.5783,69.2477,1.84046806483553,1
FBgn0010044,-3.5555,-2.8263,-3.5779,0.2135325,-0.65065932468178,0
FBgn0262101,-6.1934,-1.0177,-3.5771,0,-2,0
FBgn0010341,-3.0093,-3.9889,-3.5743,203.6315,2.30886628734057,1
FBgn0030364,-1.2589,-5.2378,-3.5737,39.8992,1.60107302221981,1
FBgn0033783,-5.4803,-1.8291,-3.5693,32.9844,1.51844023516644,1
FBgn0250840,-3.9266,-2.5704,-3.5673,0.08153385,-1.03841827041854,0
FBgn0036403,-6.4727,-1.0048,-3.5668,12.823475,1.10834426892224,1
FBgn0023197,-5.0655,-1.4575,-3.5668,0.08682245,-1.01402393214732,0
FBgn0263240,-4.3865,-2.3111,-3.5666,20,1.30124708863621,1
FBgn0263400,-3.3042,-2.5497,-3.5666,1.5,0.178976947293169,1
FBgn0085306,-4.8588,-1.7808,-3.5663,0.03982775,-1.30252872319712,0
FBgn0037057,-4.6583,-1.7432,-3.563,68.0347,1.83279430367023,1
FBgn0261276,-2.0008,-4.3984,-3.5623,64.4349,1.80918855412548,1
FBgn0035144,-4.0064,-2.3297,-3.5618,2.26474,0.356931764501631,1
FBgn0000244,-2.8356,-3.5028,-3.5584,13.38284,1.12687268048821,1
FBgn0011289,-1.9306,-4.071,-3.5583,89.00965,1.94948588242721,1
FBgn0013548,-0.47988,-5.3748,-3.5551,24.0011,1.38041205647465,1
FBgn0032723,-3.3024,-3.2964,-3.5532,3.07453,0.48918899852913,1
FBgn0032170,-2.9728,-3.5078,-3.5523,38.9319,1.59041713720418,1
FBgn0034398,-3.8957,-2.5171,-3.5506,893.7655,2.95122844569172,1
FBgn0260655,-2.4336,-3.7845,-3.5493,10.547895,1.02357733855646,1
FBgn0035402,-3.2737,-0.88012,-3.5486,39.87865,1.60084933820325,1
FBgn0033813,-2.4816,-3.3966,-3.548,8.37648,0.923579715614122,1
FBgn0010222,-1.5695,-4.2218,-3.5461,52.8925,1.72347619586411,1
FBgn0037222,-4.3764,-1.7092,-3.5447,17.4458,1.24193975733948,1
FBgn0038692,-0.95459,-4.7306,-3.5427,16.02225,1.20499447644102,1
FBgn0086683,-3.2956,-3.1662,-3.5416,43.60685,1.63965429771641,1
FBgn0022787,-4.1273,-2.6205,-3.5388,29.471,1.46954221077169,1
FBgn0085326,-4.1182,-2.6323,-3.5381,0,-2,0
FBgn0003087,-3.9968,-2.9222,-3.5375,5.253485,0.721273389610498,1
FBgn0035763,-1.1322,-5.1883,-3.5368,42.1639,1.62504376393075,1
FBgn0035160,-2.6797,-3.9147,-3.536,2.21751295,0.347820237556137,1
FBgn0030963,-3.6953,-2.8399,-3.5357,8.823045,0.946110442958349,1
FBgn0261933,-1.335,-5.3748,-3.5336,177,2.24799780208012,1
FBgn0052075,-2.2575,-3.4383,-3.5301,8.597025,0.93485306442102,1
FBgn0013343,-4.5353,-1.9331,-3.5299,45.6013,1.65907245055229,1
FBgn0038014,-6.2342,-1.1022,-3.5296,1.0460775,0.0236957899661,1
FBgn0021814,-3.4657,-3.5366,-3.527,104.15035,2.01770243054452,1
FBgn0263607,-6.4209,-0.65273,-3.5236,3.5,0.545307116465824,1
FBgn0266534,-3.8706,-2.7469,-3.5234,0,-2,0
FBgn0058160,-4.5153,-2.1317,-3.5155,11.68526,1.06800988115245,1
FBgn0031164,-4.6713,-1.9144,-3.5147,0.0567385,-1.17562355867978,0
FBgn0037583,-1.8189,-4.3237,-3.5123,11.212435,1.05008709866063,1
FBgn0033683,-3.7521,-2.7279,-3.5097,87.61865,1.94264612103856,1
FBgn0001091,-3.5859,-2.8463,-3.5069,503.9075,2.70235944075597,1
FBgn0003357,-1.5393,-5.2527,-3.5037,0.0073441,-1.76084823114476,0
FBgn0263106,-5.7039,-0.1606,-3.5026,133.5,2.12551379590411,1
FBgn0052074,-3.5706,-2.6078,-3.5008,0,-2,0
FBgn0259168,-2.7224,-3.9323,-3.5002,18.70755,1.27224900192804,1
FBgn0038108,-3.7934,-2.3477,-3.5,43.7331,1.64090955751248,1
FBgn0032101,-4.5496,-2.5705,-3.4963,36.64385,1.56411959823881,1
FBgn0028789,-5.2078,-1.3705,-3.4959,0,-2,0
FBgn0004828,-1.4655,-3.8911,-3.4955,457.3595,2.6602672000098,1
FBgn0038888,-3.7995,-2.0525,-3.4927,0.03221065,-1.37457796011189,0
FBgn0030486,-1.3074,-4.9016,-3.4911,12.96725,1.11318267117321,1
FBgn0037340,-1.44,-4.8087,-3.4889,23.58655,1.3728485103646,1
FBgn0266668,-3.5524,-3.0269,-3.4883,26,1.41514035219587,1
FBgn0036474,-2.8535,-3.0697,-3.4873,0.12745575,-0.86183708818836,0
FBgn0032251,-3.1729,-2.8179,-3.4863,4.268645,0.631306254481866,1
FBgn0032361,-1.0947,-5.1203,-3.4852,11.03064,1.04299424915516,1
FBgn0033725,-7.1986,-0.24821,-3.4822,0.327812,-0.471324927171115,0
FBgn0037296,-2.8601,-3.1486,-3.4817,0.4782215,-0.311383099302767,0
FBgn0010238,-4.2081,-2.201,-3.4813,63.00215,1.79942429817101,1
FBgn0038467,-3.7508,-1.918,-3.4811,29.25505,1.46634927045278,1
FBgn0259989,-4.9656,-1.5255,-3.4803,1.46786,0.16963329460869,1
FBgn0011236,-2.2966,-3.9549,-3.4799,31.7605,1.50202404975104,1
FBgn0004858,-3.7439,-2.5606,-3.479,2.839895,0.454828859390743,1
FBgn0014879,-3.0192,-3.5375,-3.4788,80.1175,1.90378159284534,1
FBgn0016697,-1.6281,-3.3444,-3.4771,203.1025,2.30773665168631,1
FBgn0264978,-1.2476,-5.1443,-3.4764,23.5,1.37125262912494,1
FBgn0250838,0.0027007,-5.8488,-3.4751,205.9985,2.3138851399174,1
FBgn0029899,-1.6229,-4.6573,-3.4743,12.31131,1.09065688441332,1
FBgn0040268,-2.5361,-3.4535,-3.472,30.93775,1.49062907991172,1
FBgn0000233,-4.2903,-2.0166,-3.4695,7.4919991,0.875177007713257,1
FBgn0262823,-1.969,-4.3303,-3.4689,9,0.954724790979063,1
FBgn0035526,-1.4363,-4.8809,-3.4688,31.3117,1.49584532556289,1
FBgn0028979,-5.6467,-1.1263,-3.4636,1.80584,0.259077578668331,1
FBgn0039836,-3.7653,-2.2159,-3.4583,3.8706,0.588898879342541,1
FBgn0003415,-1.2008,-4.6276,-3.452,9.317475,0.969764093695006,1
FBgn0038350,-4.3586,-1.7943,-3.4488,0.07314255,-1.0801766597198,0
FBgn0036929,-5.9742,-0.74728,-3.4486,24.08585,1.38194225098579,1
FBgn0031452,-5.2176,-1.2983,-3.4471,12.87026,1.10992462974939,1
FBgn0021776,-6.9078,-0.10212,-3.4468,0.210137,-0.657306956331942,0
FBgn0029672,-1.2775,-4.5322,-3.4442,13.844,1.14157518330082,1
FBgn0039908,-3.4064,-2.5968,-3.4407,2.9712,0.474391112558213,1
FBgn0030877,-2.7217,-3.1686,-3.4403,29.35615,1.46784701280284,1
FBgn0011715,-3.2601,-2.9141,-3.439,70.4005,1.84763742834709,1
FBgn0032005,-5.235,-1.4661,-3.4386,151.9305,2.18167355123033,1
FBgn0033059,-1.3185,-4.382,-3.4374,22.70275,1.35626972063631,1
FBgn0028997,-3.0611,-3.0638,-3.4353,8.52315,0.931109379946446,1
FBgn0026379,-3.3953,-5.0611,-3.4346,5.4975,0.740954505822805,1
FBgn0052483,-4.1266,-2.1743,-3.4322,1.795935,0.256702114942417,1
FBgn0053798,-4.1619,-1.9687,-3.4272,0,-2,0
FBgn0028382,-4.1009,-1.5404,-3.4176,17.9338,1.25391441999419,1
FBgn0027873,-0.09931,-5.3976,-3.417,18.73615,1.27291208777355,1
FBgn0037562,-6.3685,-0.58409,-3.4135,20.342905,1.3086264054742,1
FBgn0036740,-5.6762,-0.76685,-3.4129,110.82305,2.04466928469155,1
FBgn0036556,0.56433,-7.3417,-3.4113,10.51547,1.02224149774753,1
FBgn0039959,-0.97475,-4.0999,-3.411,8.54073,0.93200319325897,1
FBgn0040283,-2.3589,-1.9316,-3.4108,23.3848,1.36911933680037,1
FBgn0037702,-3.49,-2.6654,-3.41,49.42005,1.69399104976309,1
FBgn0038720,-3.0595,-2.8113,-3.4019,2.426453,0.386758038111106,1
FBgn0015331,-2.5877,-3.5989,-3.4013,22.7806,1.35775575884685,1
FBgn0042135,-3.4434,-2.5125,-3.4007,24.6032,1.39116808066733,1
FBgn0011571,-1.1656,-4.846,-3.3973,148.25,2.17102399578572,1
FBgn0039970,-3.9124,-1.8607,-3.3954,44.09475,1.64448536469913,1
FBgn0259730,-3.6402,-2.7476,-3.394,0.014768595,-1.60609862809535,0
FBgn0085283,-4.6475,-1.5552,-3.3913,0.050137,-1.22085824095022,0
FBgn0021825,-1.918,-3.5026,-3.389,103.18755,2.01366938688314,1
FBgn0036770,-4.0601,-1.8194,-3.3889,29.539,1.47054278803181,1
FBgn0266848,-1.4772,-4.9673,-3.3835,44,1.64355136856295,1
FBgn0027581,-6.2072,-0.85501,-3.3829,15.6716,1.19539037185102,1
FBgn0061200,-1.4908,-4.4278,-3.3819,21.12535,1.32500944411252,1
FBgn0037463,-4.6709,-1.7631,-3.3814,0.1742465,-0.734600753374604,0
FBgn0024509,-3.2348,-3.5811,-3.3806,169.8455,2.23007961409081,1
FBgn0038428,-3.9683,-1.622,-3.3779,36.52695,1.56273229086942,1
FBgn0027783,-2.3978,-3.4341,-3.3768,22.5712,1.35374701728472,1
FBgn0027930,-4.5047,-2.2157,-3.3746,41.1739,1.61472747070067,1
FBgn0035753,0.71941,-7.265,-3.3722,2363.235,3.37350874771467,1
FBgn0004914,-2.6755,-3.2624,-3.3687,25.13405,1.40043523162321,1
FBgn0038419,-2.2361,-3.6909,-3.3674,1.084515,0.039221717820432,1
FBgn0035380,-6.1215,-0.98701,-3.3619,0.00982685,-1.70274627905164,0
FBgn0035103,-3.6579,-2.8482,-3.3614,0.1662305,-0.753918926597076,0
FBgn0032689,-2.9399,-3.0721,-3.3612,19.0905,1.28104473606442,1
FBgn0264694,-3.6099,-2.6634,-3.3605,82,1.91386681189624,1
FBgn0027568,-4.0098,-1.9187,-3.3591,43.38505,1.63744019310029,1
FBgn0033994,-4.314,-1.6743,-3.355,6.821865,0.83453927595754,1
FBgn0032305,-3.2421,-2.9661,-3.3544,16.34245,1.21358282988734,1
FBgn0036702,2.1635,-3.3143,-3.3492,159.08345,2.20165229977598,1
FBgn0036773,-5.2278,-1.111,-3.3488,0.0595394,-1.15776906081717,0
FBgn0004432,-2.2131,-2.7295,-3.3482,672.2335,2.82752661167216,1
FBgn0014380,-1.3196,-5.4002,-3.3468,74.12215,1.87000659582653,1
FBgn0017577,-1.737,-3.6756,-3.3462,39.02675,1.59147365336402,1
FBgn0260466,-3.7729,-1.9046,-3.3405,0.0171898,-1.56559398694048,0
FBgn0038045,-5.1538,-0.98061,-3.3402,0.648363,-0.181534584459453,0
FBgn0263598,-2.3611,-3.5189,-3.3359,100.5,2.00220927298801,1
FBgn0005642,-2.3865,-3.7968,-3.3342,26.95975,1.43087692071601,1
FBgn0035238,-1.7322,-3.9836,-3.3339,30.1043,1.47877277254825,1
FBgn0051538,-1.725,-3.0774,-3.3333,0.3679975,-0.422511072490275,0
FBgn0038354,-3.2768,-2.8296,-3.3318,0.05010725,-1.22107314122362,0
FBgn0031188,-2.4554,-3.6113,-3.3308,25.07815,1.39946863762335,1
FBgn0051202,-4.0354,-1.1606,-3.3299,0.137064,-0.832493625809521,0
FBgn0038981,-2.8023,-3.3878,-3.3278,42.60575,1.62957013604965,1
FBgn0038296,-4.4732,-1.6355,-3.3275,2.359075,0.37457880980278,1
FBgn0037747,-4.2536,-1.2689,-3.3266,26.08885,1.41662137133608,1
FBgn0035702,-3.2607,-2.9057,-3.3249,1.512407,0.18253077216177,1
FBgn0051739,-2.6265,-3.3065,-3.3242,32.4682,1.51159195185826,1
FBgn0262598,-4.9097,-1.2793,-3.322,8,0.903632516084238,1
FBgn0260659,-1.7029,-3.8299,-3.3207,21.06435,1.32375418847986,1
FBgn0028436,-3.4119,-2.0888,-3.3184,16.45045,1.21644170389238,1
FBgn0085284,-3.1931,-2.7329,-3.3179,13.0275,1.11519432143459,1
